title,text
Vancomycin,Vancomycin is used to treat colitis (inflammation of the intestine caused by certain bacteria) that may occur after antibiotic treatment. Vancomycin is in a class of medications called glycopeptide antibiotics. It works by killling bacteria in the intestines. Vancomycin will not kill bacteria or treat infections in any other part of the body when taken by mouth.
Canakinumab Injection,"Canakinumab injection is used to treat certain periodic fever syndromes (inherited conditions in which the body attacks its own tissues and organs causing fever, inflammation, joint and muscle pain, eye redness or pain, stomach pain, rash, and fatigue) including familial cold autoinflammatory syndrome (FCAS) and Muckle-Wells syndrome (MWS) in adults and children 4 years of age or older; and tumor necrosis factor receptor-associated periodic syndrome (TRAPS), mevalonate kinase deficiency (MKD)/ hyperimmunoglobulin D syndrome (HIDS), and familial Mediterranean fever (FMF) in adults and children. Canakinumab injection is also used to treat Still's disease (a condition in which the body attacks its own tissues causing inflammation, fever, rash, headache, fatigue, and joint and muscle pain), including adult-onset Still's disease (AOSD) and systemic juvenile idiopathic arthritis (SJIA) in patients 2 years of age or older. It is also used to treat gout flares (sudden attacks of redness, swelling, pain, and heat in one or more joints) in adults who were not treated successfully with or who are not able to take or tolerate other treatments. Canakinumab is in a class of medications called interleukin antagonists. It works by blocking the activity of interleukin, a substance in the body that causes inflammation."
Oxytocin Injection,Oxytocin injection is used to begin or improve contractions during labor. Oxytocin also is used to reduce bleeding after childbirth. It also may be used along with other medications or procedures to end a pregnancy. Oxytocin is in a class of medications called oxytocic hormones. It works by stimulating uterine contractions.
Flunisolide Nasal Spray,"Flunisolide nasal spray is used to relieve symptoms of sneezing, runny, stuffy, or itchy nose caused by hay fever or other allergies. Flunisolide nasal spray should not be used to treat symptoms (e.g., sneezing, stuffy, runny, itchy nose) caused by the common cold. It is in a class of medications called corticosteroids. It works by blocking the release of certain natural substances that cause allergy symptoms."
Megestrol,"Megestrol tablets are used to relieve the symptoms and reduce the suffering caused by advanced breast cancer and advanced endometrial cancer (cancer that begins in the lining of the uterus). Megestrol suspension is used to treat loss of appetite, malnutrition, and severe weight loss in patients with acquired immunodeficiency syndrome (AIDS). Megestrol should not be used to prevent loss of appetite and severe weight loss in patients who have not yet developed this condition. Megestrol is a man-made version of the human hormone progesterone. It treats breast cancer and endometrial cancer by affecting female hormones involved in cancer growth. It increases weight gain by increasing appetite."
Diphenhydramine,"Diphenhydramine is used to relieve red, irritated, itchy, watery eyes; sneezing; and runny nose caused by hay fever, allergies, or the common cold. Diphenhydramine is also used to relieve cough caused by minor throat or airway irritation. Diphenhydramine is also used to prevent and treat motion sickness, and to treat insomnia (difficulty falling asleep or staying asleep). Diphenhydramine is also used to control abnormal movements in people who have early stage parkinsonian syndrome (a disorder of the nervous system that causes difficulties with movement, muscle control, and balance) or who are experiencing movement problems as a side effect of a medication."
Flurandrenolide Topical,"Flurandrenolide topical is used to treat the itching, redness, dryness, crusting, scaling, inflammation, and discomfort of various skin conditions, including psoriasis (a skin disease in which red, scaly patches form on some areas of the body and eczema (a skin disease that causes the skin to be dry and itchy and to sometimes develop red, scaly rashes). Flurandrenolide is in a class of medications called corticosteroids. It works by activating natural substances in the skin to reduce swelling, redness, and itching."
Ulipristal,"Ulipristal is used to prevent pregnancy after unprotected sexual intercourse (sex without any method of birth control or with a birth control method that failed or was not used properly [e.g., a condom that slipped or broke or birth control pills that were not taken as scheduled]). Ulipristal should not be used to prevent pregnancy on a regular basis. This medication is to be used as an emergency contraceptive or backup in case regular birth control fails or is used incorrectly. Ulipristal is in a class of medications called progestins. It works by preventing or delaying the release of an egg from the ovary. It also may work by changing the lining of the uterus (womb) to prevent development of a pregnancy. Ulipristal may prevent pregnancy, but it will not prevent the spread of human immunodeficiency virus (HIV, the virus that causes acquired immunodeficiency syndrome [AIDS]) and other sexually transmitted diseases."
Besifloxacin Ophthalmic,Besifloxacin ophthalmic is used to treat bacterial conjunctivitis (pinkeye; infection of the membrane that covers the outside of the eyeballs and the inside of the eyelids). Besifloxacin is in a class of medications called fluoroquinolones. It works by killing the bacteria that cause infection.
Thioridazine,"Thioridazine is used to treat the symptoms of schizophrenia (a mental illness that causes disturbed or unusual thinking, loss of interest in life, and strong or inappropriate emotions) in people who have already been treated with at least 2 other medications and have not been helped or who have experienced severe side effects. Thioridazine is in a group of medications called conventional antipsychotics. It works by decreasing abnormal excitement in the brain."
Baclofen,"Baclofen is used to treat pain and certain types of spasticity (muscle stiffness and tightness) from multiple sclerosis, spinal cord injuries, or other spinal cord diseases. Baclofen is in a class of medications called skeletal muscle relaxants. Baclofen acts on the spinal cord nerves and decreases the number and severity of muscle spasms caused by multiple sclerosis or spinal cord conditions. It also relieves pain and improves muscle movement."
Cabotegravir injection,Cabotegravir injection is used for prevention of human immunodeficiency virus type 1 (HIV-1) infection in certain adults and adolescents 12 years of age or older weighing at least 77 pounds (35 kg).
Imiquimod Topical,"Imiquimod cream is used to treat certain types of actinic keratoses (flat, scaly growths on the skin caused by too much sun exposure) on the face or scalp. Imiquimod cream is also used to treat superficial basal cell carcinoma (a type of skin cancer) on the trunk, neck, arms, hands, legs, or feet and warts on the skin of the genital and anal areas. Imiquimod is in a class of medications called immune response modifiers. It treats genital and anal warts by increasing the activity of the body's immune system. It is not known exactly how imiquimod cream works to treat actinic keratoses or superficial basal cell carcinoma."
Panitumumab Injection,Panitumumab is used to treat a type of cancer of the colon or rectum that has spread to other areas of the body either during or after treatment with other chemotherapy drugs. Panitumumab is in a class of medications called monoclonal antibodies. It works by slowing or stopping the growth of cancer cells.
Fluoxetine,"Fluoxetine is used to treat depression, obsessive-compulsive disorder (bothersome thoughts that won't go away and the need to perform certain actions over and over), some eating disorders, and panic attacks (sudden, unexpected attacks of extreme fear and worry about these attacks). Fluoxetine is also used to relieve the symptoms of premenstrual dysphoric disorder, including mood swings, irritability, bloating, and breast tenderness. It is also used along with olanzapine (Zyprexa) to treat depression that did not respond to other medications and episodes of depression in people with bipolar I disorder (manic-depressive disorder; a disease that causes episodes of depression, episodes of mania, and other abnormal moods). Fluoxetine is in a class of medications called selective serotonin reuptake inhibitors (SSRIs). It works by increasing the amount of serotonin, a natural substance in the brain that helps maintain mental balance."
Ledipasvir and Sofosbuvir,"The combination of ledipasvir and sofosbuvir is used alone or in combination with ribavirin (Copegus, Rebetol, Ribasphere, others) to treat certain types of chronic hepatitis C (an ongoing viral infection that damages the liver) in adults and children 3 years of age and older. Sofosbuvir is in a class of antiviral medications called nucleotide polymerase inhibitors. It works by decreasing the amount of hepatitis C virus (HCV) in the body. Ledipasvir is in a class of antiviral medications called HCV NS5A inhibitors. It works by stopping the virus that causes hepatitis C from spreading inside the body."
Diclofenac Topical (arthritis pain),"Nonprescription (over-the-counter) diclofenac topical gel (Voltaren Arthritis Pain) is used to relieve pain from arthritis in certain joints such as those of the knees, ankles, feet, elbows, wrists, and hands. Prescription diclofenac topical solution (Pennsaid) is used to relieve osteoarthritis pain in the knees. Diclofenac is in a class of medications called nonsteroidal anti-inflammatory drugs (NSAIDs). It works by stopping the body's production of a substance that causes pain."
Pegvaliase-pqpz Injection,"Pegvaliase-pqpz injection is used along with a specific diet to reduce blood phenylalanine levels in people who have phenylketonuria (PKU; an inborn condition in which phenylalanine may build up in the blood and causes decreased intelligence and a decreased ability to focus, remember, and organize information) and who have uncontrolled blood phenylalanine levels. Pegvaliase-pqpz injection is in a class of medications called enzymes. It works by helping to reduce the amount of phenylalanine in the body."
Romidepsin Injection,Romidepsin injection is used to treat cutaneous T-cell lymphoma (CTCL; a group of cancers of the immune system that first appear as skin rashes) in people who have already been treated with at least one other medication. Romidepsin injection is in a class of medications called histone deacetylase (HDAC) inhibitors. It works by slowing the growth of cancer cells.
Butabarbital,"Butabarbital is used on a short-term basis to treat insomnia (difficulty falling asleep or staying asleep). It is also used to relieve anxiety, including anxiety before surgery. Butabarbital is in a class of medications called barbiturates. It works by slowing activity in the brain."
Ocrelizumab Injection,Ocrelizumab in a class of medications called monoclonal antibodies. It works by stopping certain cells of the immune system from causing damage.
Avanafil,Avanafil is used to treat erectile dysfunction (ED: impotence; inability to get or keep an erection in men). Avanafil is in a class of medications called phosphodiesterase (PDE) inhibitors. It works by increasing blood flow to the penis during sexual stimulation. This increased blood flow can cause an erection. Avanafil does not cure erectile dysfunction or increase sexual desire. Avanafil does not prevent pregnancy or the spread of sexually transmitted diseases such as human immunodeficiency virus (HIV).
Dactinomycin,"Dactinomycin is used in combination with other medications, surgery, and/or radiation therapy to treat Wilms' tumor (a type of kidney cancer that occurs in children) and rhabdomyosarcoma (cancer that forms in muscles) in children. Dactinomycin is also used in combination with other medications to treat certain types of testicular cancer and Ewing's sarcoma (a type of cancer in bones or muscles). Dactinomycin is also used alone or in combination with other medications to treat gestational trophoblastic tumors (a type of tumor that forms inside a woman's uterus while she is pregnant). Dactinomycin may also be used to treat certain types of cancerous tumors that are located in a specific area of the body. Dactinomycin is a type of antibiotic that is only used in cancer chemotherapy. It works by slowing or stopping the growth of cancer cells in your body."
Perfluorohexyloctane ophthalmic,Perfluorohexyloctane ophthalmic solution is used to treat signs and symptoms of dry eye disease (a condition where tears aren't able to provide adequate moisture for your eyes). Perfluorohexyloctane is in a class of medications called semifluorinated alkanes. It works by providing a film layer on the eye to prevent tears and moisture from evaporating.
Emicizumab-kxwh Injection,"Emicizumab-kxwh injection is used to prevent or reduce the frequency of bleeding in adults, children, and infants with hemophilia A (condition in which the blood does not clot normally because of a missing or faulty blood clotting factor). Emicizumab-kxwh is in a class of medications called hemostatic antibodies. It works by acting as a bridge between clotting factors to help your blood clot."
Satralizumab-mwge Injection,Satralizumab-mwge injection is used to treat neuromyelitis optica spectrum disorder (NMOSD; an autoimmune disorder of the nervous system that affects eye nerves and the spinal cord) in certain adults. Satralizumab-mwge is in a class of medications called interleukin-6 (IL-6) receptor inhibitors. It works by blocking the activity of the part of the immune system that may damage certain areas of the nervous system in people with NMOSD.
Pramoxine,"Pramoxine is used to temporarily relieve pain and itching from insect bites; poison ivy, poison oak, or poison sumac; minor cuts, scrapes, or burns; minor skin irritation or rashes; or dry, itchy skin. Pramoxine also may be used to treat soreness, burning, itching, and pain from hemorrhoids (''piles'') and other minor rectal irritations or itching. Pramoxine is in a class of medications called topical anesthetics. It works by stopping nerves from sending pain signals."
Prazosin,Prazosin is used alone or in combination with other medications to treat high blood pressure. Prazosin is in a class of medications called alpha-blockers. It works by relaxing the blood vessels so that blood can flow more easily through the body.
Acetylcysteine Oral Inhalation,"Acetylcysteine inhalation is used along with other treatments to relieve chest congestion due to thick or abnormal mucous secretions in people with lung conditions including asthma, emphysema, bronchitis and cystic fibrosis (an inborn disease that causes problems with breathing, digestion, and reproduction). Acetylcysteine is in a class of medications called mucolytic agents. It works by thinning the mucus in the air passages to make it easier to cough up the mucus and clear the airways."
Brigatinib,Brigatinib is used to treat a certain type of non-small cell lung cancer (NSCLC) that has spread to other parts of the bodys. Brigatinib is in a class of medications called kinase inhibitors. It works by blocking the action of an abnormal protein that signals cancer cells to multiply. This helps slow or stop the spread of cancer cells.
Demeclocycline,"Demeclocycline is used to treat infections caused by bacteria includingpneumonia and other respiratory tract infections;;  certain infections of the skin, eye, lymphatic, intestinal, genital, and urinary systems; and certain other infections that are spread by ticks, lice, mites, and infected animals. It is also used along with other medications to treat acne. Demeclocycline is also used to treat plague and tularemia (serious infections that may be spread on purpose as part of a bioterror attack). Demeclocycline can also be used in patients who cannot be treated with penicillin to treat certain types of food poisoning and anthrax (a very serious infection that may be spread on purpose as part of a bioterror attack), Demeclocycline is in a class of medications called tetracycline antibiotics. It works by preventing the growth and spread of bacteria."
Efinaconazole Topical,"Efinaconazole topical solution is used to treat fungal toenail infections (infections that may cause nail discoloration, splitting, or pain). Efinaconazole topical solution is in a class of medications called antifungals. It works by stopping the growth of nail fungus."
Eribulin Injection,Eribulin injection is used to treat breast cancer that has spread to other parts of the body and that has already been treated with certain other chemotherapy medications. Eribulin is in a class of anticancer medications called microtubule dynamics inhibitors. It works by stopping the growth and spread of cancer cells.
Mycophenolate,"Mycophenolate (CellCept) is used with other medications to help prevent transplant organ rejection (attack of the transplanted organ by the immune system of the person receiving the organ) in adults and children 3 months of age and older who have received kidney, heart, or liver transplants. Mycophenolate (Myfortic) is used with other medications to help prevent the body from rejecting kidney transplants in adults and children 5 years of age and older. Mycophenolate is in a class of medications called immunosuppressive agents. It works by weakening the body's immune system so it will not attack and reject the transplanted organ."
Atropine Ophthalmic,"Ophthalmic atropine is used before eye examinations to dilate (open) the pupil, the black part of the eye through which you see. It is also used to relieve pain caused by swelling and inflammation of the eye."
Levofloxacin,"Levofloxacin is used to treat certain infections such as pneumonia, and kidney, prostate (a male reproductive gland), and skin infections. Levofloxacin is also used to prevent anthrax (a serious infection that may be spread on purpose as part of a bioterror attack) in people who may have been exposed to anthrax germs in the air, and treat and prevent plague (a serious infection that may be spread on purpose as part of a bioterror attack. Levofloxacin may also be used to treat bronchitis, sinus infections, or urinary tract infections but should not be used for bronchitis and certain types of urinary tract infections if there are other treatment options available.  Levofloxacin is in a class of antibiotics called fluoroquinolones. It works by killing bacteria that cause infections."
Ciprofloxacin Ophthalmic,Ciprofloxacin ophthalmic solution is used to treat bacterial infections of the eye including conjunctivitis (pinkeye; infection of the membrane that covers the outside of the eyeball and the inside of the eyelid) and corneal ulcers (infection and loss of tissue in the clear front part of the eye). Ciprofloxacin ophthalmic ointment is used to treat conjunctivitis. Ciprofloxacin is in a class of antibiotics called fluoroquinolones. It works by killing the bacteria that cause infection.
Olaratumab Injection,"Olaratumab injection is used along with another medication to treat certain types of soft tissue sarcoma (cancer that begins in soft tissues such as muscles, fat, tendons, nerves, and blood vessels), which cannot be treated successfully with surgery or radiation. Olaratumab injection is in a class of medications called monoclonal antibodies. It works by slowing or stopping the growth of cancer cells."
Posaconazole Injection,Posaconazole injection is used to prevent serious fungal infections that can spread throughout the body in adults and children 2 years of age and older with a weakened ability to fight infection. Posaconazole injection is also used to treat invasive aspergillosis (a serious fungal infection that begins in the lungs and spreads through the bloodstream to other organs) in adults and teenagers 13 years of age and older. Posaconazole injection is in a class of medications called azole antifungals. It works by slowing the growth of fungi that cause infection.
Carbamazepine,"Carbamazepine is used alone or in combination with other medications to control certain types of seizures in people with epilepsy. It is also used to treat trigeminal neuralgia (a condition that causes facial nerve pain). Carbamazepine extended-release capsules (Equetro brand only) are also used to treat episodes of mania (frenzied, abnormally excited or irritated mood) or mixed episodes (symptoms of mania and depression that happen at the same time) in patients with bipolar I disorder (manic-depressive disorder; a disease that causes episodes of depression, episodes of mania, and other abnormal moods). Carbamazepine is in a class of medications called anticonvulsants. It works by reducing abnormal electrical activity in the brain."
Fluocinolone Topical,"Fluocinolone topical is used to treat the itching, redness, dryness, crusting, scaling, inflammation, and discomfort of various skin conditions, including psoriasis (a skin disease in which red, scaly patches form on some areas of the body and eczema (a skin disease that causes the skin to be dry and itchy and to sometimes develop red, scaly rashes).  Fluocinolone is in a class of medications called corticosteroids. It works by activating natural substances in the skin to reduce swelling, redness, and itching."
Dextromethorphan and Bupropion,Dextromethorphan and bupropion is used to treat depression. Dextromethorphan is in a class of medications called NMDA receptor antagonists. The way it works in the brain to treat depression is not known. Bupropion is in a class of medications called antidepressants. It works by increasing certain types of activity in the brain.
Quetiapine,"Quetiapine tablets and extended-release (long-acting) tablets are used to treat the symptoms of schizophrenia (a mental illness that causes disturbed or unusual thinking, loss of interest in life, and strong or inappropriate emotions). Quetiapine tablets and extended-release tablets are also used alone or with other medications to treat episodes of mania (frenzied, abnormally excited or irritated mood) or depression in patients with bipolar disorder (manic depressive disorder; a disease that causes episodes of depression, episodes of mania, and other abnormal moods). In addition, quetiapine tablets and extended-release tablets are used with other medications to prevent episodes of mania or depression in patients with bipolar disorder. Quetiapine extended-release tablets are also used along with other medications to treat depression. Quetiapine tablets may be used as part of a treatment program to treat bipolar disorder and schizophrenia in children and teenagers. Quetiapine is in a class of medications called atypical antipsychotics. It works by changing the activity of certain natural substances in the brain."
Spinosad Topical,Spinosad suspension is used to treat head lice (small insects that attach themselves to the scalp) in adults and children 6 months of age and older. It is also used to treat scabies (mites that attach themselves to the skin) in adults and children 4 years of age and older. Spinosad is in a class of medications called pediculicides. It works by killing the lice and mites.
Lithium,"Lithium is used to treat and prevent episodes of mania (frenzied, abnormally excited mood) in people with bipolar disorder (manic-depressive disorder; a disease that causes episodes of depression, episodes of mania, and other abnormal moods). Lithium is in a class of medications called antimanic agents. It works by decreasing abnormal activity in the brain."
Doxylamine,"Doxylamine is used in the short-term treatment of insomnia (difficulty falling asleep or staying asleep). Doxylamine is also used in combination with decongestants and other medications to relieve sneezing, runny nose, and nasal congestion caused by the common cold. Doxylamine should not be used to cause sleepiness in children. Doxylamine is in a class of medications called antihistamines. It works by blocking the action of histamine, a substance in the body that causes allergic symptoms."
Lanadelumab-flyo injection,"Lanadelumab-flyo injection is used to prevent swelling and painful attacks of hereditary angioedema (HAE; an inherited condition that causes episodes of swelling in the hands, feet, face, airway, or intestines) in adults and children 2 years of age or older. Lanadelumab-flyo is in a class of medications called monoclonal antibodies. It works by blocking the action of a certain natural substance in the body that causes swelling and pain associated with HAE."
Olodaterol Oral Inhalation,"Olodaterol oral inhalation is used to control wheezing, shortness of breath, coughing, and chest tightness caused by chronic obstructive pulmonary disease (COPD; a group of diseases that affect the lungs and airways, which includes chronic bronchitis and emphysema). Olodaterol oral inhalation is in a class of medications called long-acting beta-agonists (LABAs). It works by relaxing and opening air passages in the lungs, making it easier to breathe."
Voxelotor,Voxelotor is used to treat sickle cell disease (an inherited blood disease) in adults and children 4 years of age and older. Voxelotor is in a class of medications called hemoglobin S (HbS) polymerization inhibitors. It works by helping hemoglobin (a protein in red blood cells) to hold onto more oxygen and to stop red blood cells from becoming misshapen.
Zaleplon,Zaleplon is used on a short-term basis to treat insomnia (difficulty falling asleep). Zaleplon does not help you to stay asleep longer or decrease the number of times that you awaken during the night. Zaleplon is in a class of medications called hypnotics. It works by slowing activity in the brain to allow sleep.
Belatacept Injection,Belatacept injection is used in combination with other medications to prevent rejection (attack of a transplanted organ by the immune system of a person receiving the organ) of kidney transplants. Belatacept injection is in a class of medications called immunosuppressants. It works by decreasing the activity of the immune system to prevent it from attacking the transplanted kidney.
Maralixibat,"Maralixibat is used to treat itching caused by Alagille syndrome (ALGS, an inherited condition in which bile builds up in the liver and causes liver damage) in adults and children 1 year of age or older. Maralixibat is in a class of medications called ileal bile acid transporter inhibitors. It works by decreasing the amount of bile acids in the body."
Aspirin and Omeprazole,The combination of aspirin and omeprazole is used to reduce the risk of stroke or heart attack in patients who have had or are at risk of these conditions and are also at risk of developing a stomach ulcer when taking aspirin. Aspirin is in a class of medications called antiplatelet agents. It works by preventing platelets (a type of blood cell) from collecting and forming clots that may cause a heart attack or stroke. Omeprazole is in a class of medications called proton-pump inhibitors. It works by decreasing the amount of acid made in the stomach.
Mitotane,Mitotane is used to treat cancer of the adrenal gland that can not be treated with surgery. Mitotane is in a class of medications called antineoplastic agents. It works by slowing growth or reducing the size of the tumor.
Sulfasalazine,"Sulfasalazine is used to treat ulcerative colitis (a condition which causes swelling and sores in the lining of the colon [large intestine] and rectum) and also to maintain improvement of ulcerative colitis symptoms. Sulfasalazine delayed-release (Azulfidine EN-tabs) is also used to treat rheumatoid arthritis in adults whose disease has not responded well to other medications or could not be tolerated. Sulfasalazine delayed-release (Azulfidine EN-tabs) is also used to treat polyarticular juvenile idiopathic arthritis (PJIA; a type of childhood arthritis that affects five or more joints during the first six months of the condition, causing pain, swelling, and loss of function) in children who have not been helped by other medications. Sulfasalazine is in a class of medications called anti-inflammatory drugs. It works by reducing inflammation (swelling) inside the body."
Sevelamer,Sevelamer is used to control high blood levels of phosphorus in people with chronic kidney disease who are on dialysis (medical treatment to clean the blood when the kidneys are not working properly). Sevelamer is in a class of medications called phosphate binders. It binds phosphorus that you get from foods in your diet and prevents it from being absorbed into your blood stream.
Alpelisib,"Alpelisib (Piqray) is used in combination with fulvestrant (Faslodex) to treat a certain type of breast cancer that has spread to nearby tissues or other parts of the body in women who have already gone through menopause (''change of life,'' end of menstrual periods) or in men, whose cancer got worse during or after certain other treatments. Alpelisib (Vijoice) is used to treat adults and children 2 years of age or older who have certain types of PIK3CA Related Overgrowth Spectrum (PROS; a genetic condition that causes overgrowth and abnormalities in certain body tissues). Alpelisib is in a class of medications called kinase inhibitors. It works to treat cancer by blocking the signals that cause cancer cells to multiply, which helps to stop the spread of cancer cells. It works to treast PROS by blocking the signals that cause overgrowth and abnormalities in certain body tissues, which reduces the size of the overgrowths and improves symptoms."
Cisapride,Cisapride is used to treat symptoms of nighttime heartburn in people who have not responded to other treatments.
Trabectedin Injection,Trabectedin injection is used to treat liposarcoma (a cancer that begins in fat cells) or leiomyosarcoma (a cancer that begins in smooth muscle tissue) that has spread to other parts of the body and cannot be treated with surgery in people who have already been treated with certain chemotherapy medications. Trabectedin is in a class of medications called alkylating agents. It works by slowing or stopping the growth of cancer cells in your body.
Rufinamide,"Rufinamide is used with other medication(s) to control seizures in people who have Lennox-Gastaut syndrome (a severe form of epilepsy that begins during childhood and causes several types of seizures, behavioral disturbances, and developmental delays). Rufinamide is in a class of medications called anticonvulsants. It works by decreasing abnormal excitement in the brain."
Trimethobenzamide,"Trimethobenzamide is used to treat nausea and vomiting that may occur after surgery. It is also used to control nausea caused by gastroenteritis ('stomach flu'; a virus that may cause nausea, vomiting, and diarrhea). Trimethobenzamide is in a class of medications called antihistamines. Trimethobenzamide may work by decreasing activity in the area of the brain that causes nausea and vomiting."
Cefiderocol Injection,Cefiderocol injection is used to treat certain types of urinary tract infections in adults unable to take or receive other treatment options. It is also used to treat pneumonia in adults who are on ventilators or who were already in a hospital. Cefiderocol injection is in a class of medications called cephalosporin antibiotics. It works by killing bacteria.
Hydrocortisone,"Hydrocortisone is used alone or with other medications to treat the symptoms of low corticosteroid levels (lack of certain substances that are usually produced by the body and are needed for normal body functioning). Hydrocortisone is also used to treat other conditions in patients with normal corticosteroid levels. These conditions include certain types of arthritis; severe allergic reactions; lupus (a disease in which the body attacks many of its own organs); and certain conditions that affect the lungs, skin, eyes, kidneys, blood, thyroid, stomach, and intestines. It is also sometimes used to treat the symptoms of certain types of cancer. Hydrocortisone is in a class of medications called corticosteroids. It works to treat patients with low levels of corticosteroids by replacing steroids that are normally produced naturally by the body. It works to treat other conditions by reducing swelling and redness and by changing the way the immune system works."
Gepirone,"Gepirone is used to treat depression in adults. Gepirone is in a class of medications called serotonin modulators. It works mainly by increasing the amount of serotonin, a natural substance in the brain that helps maintain mental balance."
Lutetium Lu 177 Vipivotide Tetraxetan Injection,Lutetium Lu 177 vipivotide tetraxetan injection is used to treat a certain type of prostate cancer (cancer of a male reproductive gland) that has spread to other parts of the body and that has already been treated with other medications. Lutetium Lu 177 vipivotide tetraxetan is in a class of medications called radiopharmaceuticals. It works by targeting and delivering radiation directly to cancer cells which damages and kills these cells.
Dornase Alfa,"Dornase alfa is used to reduce the number of lung infections and to improve lung function in patients with cystic fibrosis. It breaks down the thick secretions in the airways, allowing air to flow better and preventing bacteria from building up."
Rituximab Injection,"Rituximab injection products are used in adults alone or with other medications to treat various types of non-Hodgkin's lymphoma (NHL; a type of cancer that begins in a type of white blood cells that normally fights infection). Rituximab injection products are also used in adults with other medications to treat chronic lymphocytic leukemia (CLL; a type of cancer of the white blood cells). Rituximab injection products (Rituxan, Ruxience, Truxima) are also used in adults with methotrexate (Otrexup, Rasuvo, Xatmep, others) to treat the symptoms of rheumatoid arthritis (RA; a condition in which the body attacks its own joints, causing pain, swelling, and loss of function) in adults who have already been treated with a certain type of medication called a tumor necrosis factor (TNF) inhibitor. Rituximab injection products (Rituxan, Riabni, Ruxience, Truxima) are also used in adults and children 2 years of age and older along with other medications to treat granulomatosis with polyangiitis (Wegener's granulomatosis) and microscopic polyangiitis, which are conditions in which the body attacks its own veins and other blood vessels, which causes damage to organs, such as the heart and lungs. Rituximab injection (Rituxan) is used to treat pemphigus vulgaris (a condition that causes painful blisters on the skin and the lining the mouth, nose, throat and genitals). Rituximab injection products are in a class of medications called monoclonal antibodies. They treat the various types of NHL and CLL by killing cancer cells. Certain rituximab injection products also treat rheumatoid arthritis, granulomatosis with polyangiitis, microscopic polyangiitis, and pemphigus vulgaris by blocking the activity of the part of the immune system that may damage the joints, veins, and other blood vessels."
Lacosamide Injection,Lacosamide injection is used to control partial onset seizures (seizures that involve only one part of the brain) in adults and children 1 month of age and older who cannot take oral medications. Lacosamide injection is also used in combination with other medications to control primary generalized tonic-clonic seizures (formerly known as a grand mal seizure; seizure that involves the entire body) in adults and children 4 years of age and older who cannot take oral medications. Lacosamide injection is in a class of medications called anticonvulsants. It works by decreasing abnormal electrical activity in the brain.
Barium Sulfate,"Barium sulfate is used to help doctors examine the esophagus (tube that connects the mouth and stomach), stomach, and intestine using x-rays or computed tomography (CAT scan, CT scan; a type of body scan that uses a computer to put together x-ray images to create cross-sectional or three dimensional pictures of the inside of the body). Barium sulfate is in a class of medications called radiopaque contrast media. It works by coating the esophagus, stomach, or intestine with a material that is not absorbed into the body so that diseased or damaged areas can be clearly seen by x-ray examination or CT scan."
Salsalate,"Salsalate is used to relieve pain, tenderness, swelling, and stiffness caused by rheumatoid arthritis (arthritis caused by swelling of the lining of the joints), osteoarthritis (arthritis caused by a breakdown of the lining of the joints), and other conditions that cause swelling. Salsalate is in a class of nonsteroidal anti-inflammatory medications (NSAIDs) called salicylates. It works by stopping the body's production of a substance that causes pain, fever, and swelling."
Oxazepam,"Oxazepam is used to relieve anxiety, including anxiety caused by alcohol withdrawal (symptoms that may develop in people who stop drinking alcohol after drinking large amounts for a long time). Oxazepam is in a class of medications called benzodiazepines. It works by slowing activity in the brain to allow for relaxation."
Palifermin,Palifermin is used to prevent and to speed the healing of severe sores in the mouth and throat that may be caused by chemotherapy and radiation therapy used to treat cancers of the blood or bone marrow (soft fatty material in the middle of bones that makes blood cells). Palifermin may not be safe to use to prevent and treat mouth sores in patients who have other types of cancer. Palifermin is in a class of medications called human keratinocyte growth factors. It works by stimulating the growth of cells in the mouth and throat.
Methylnaltrexone,Methylnaltrexone is used to treat constipation caused by opioid (narcotic) pain medications in people with chronic (ongoing) pain  that is not caused by cancer but may be related to a previous cancer or cancer treatment. Methylnaltrexone is in a class of medications called peripherally acting mu-opioid receptor antagonists. It works by protecting the bowel from the effects of opioid (narcotic) medications.
Evolocumab Injection,"Evolocumab injection is used to reduce the risk of a stroke or heart attack or the need for coronary artery bypass (CABG) surgery in people with cardiovascular disease. Evolocumab injection is also used along with diet alone or in combination with other cholesterol-lowering medications such as HMG-CoA reductase inhibitors (statins) or ezetimbe (Zetia) to decrease the amount of low-density lipoprotein (LDL) cholesterol ('bad cholesterol') in the blood, including people who have familial heterozygous hypercholesterolemia (HeFH; an inherited condition in which cholesterol cannot be removed from the body normally). It is also used along with diet changes and other treatments to reduce the amount low-density lipoprotein (LDL) cholesterol ('bad cholesterol')in the blood in people that have homozygous familial hypercholesterolemia (HoFH; an inherited condition in which cholesterol cannot be removed from the body normally). Evolocumab injection is in a class of medications called proprotein convertase subtilisin kexin type 9 (PCSK9) inhibitor monoclonal antibody. It works by blocking the production of LDL cholesterol in the body to decrease the amount of cholesterol that may build up on the walls of the arteries and block blood flow to the heart, brain, and other parts of the body."
Diphenhydramine Topical,"Diphenhydramine, an antihistamine, is used to relieve the itching of insect bites, sunburns, bee stings, poison ivy, poison oak, and minor skin irritation."
Alcaftadine Ophthalmic,"Ophthalmic alcaftadine is used to relieve the itching of allergic pinkeye. Alcaftadine is in a class of medications called antihistamines. It works by blocking histamine, a substance in the body that causes allergic symptoms."
